Start of song
Instrument: piano
Start of notes
Note: beat=0, position=0, pitch=D2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=138, position=0, pitch=C4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=138, position=0, pitch=D4, duration=11, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=138, position=0, pitch=D4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=139, position=0, pitch=E2, duration=6, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=139, position=0, pitch=C4, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=139, position=0, pitch=E4, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=139, position=6, pitch=F#2, duration=5, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=139, position=6, pitch=C4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=139, position=6, pitch=F#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=140, position=0, pitch=G2, duration=2, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=140, position=0, pitch=B3, duration=2, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=140, position=0, pitch=B3, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=140, position=0, pitch=D4, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=140, position=0, pitch=G4, duration=2, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=140, position=0, pitch=G4, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=141, position=6, pitch=G2, duration=5, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=141, position=6, pitch=B3, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=141, position=6, pitch=B3, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=141, position=6, pitch=D4, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=141, position=6, pitch=G4, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=141, position=6, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=142, position=0, pitch=G2, duration=5, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=142, position=0, pitch=B3, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=142, position=0, pitch=B3, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=142, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=142, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=142, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=144, position=0, pitch=F#2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=144, position=0, pitch=F#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=144, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=145, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=145, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=145, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=145, position=6, pitch=C4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=145, position=6, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=146, position=0, pitch=A2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=146, position=0, pitch=C4, duration=40, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=146, position=0, pitch=D4, duration=40, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=147, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=147, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=147, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=148, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=148, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=148, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=148, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=0, pitch=A2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=0, pitch=C4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=0, pitch=D4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=0, pitch=D4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=0, pitch=F#4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=0, pitch=A4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=8, pitch=D4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=150, position=8, pitch=F#4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=151, position=4, pitch=F#4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=151, position=4, pitch=A4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=152, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=152, position=0, pitch=E4, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=152, position=0, pitch=C5, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=153, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=153, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=153, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=153, position=6, pitch=D4, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=153, position=6, pitch=B4, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=154, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=154, position=0, pitch=C#4, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=154, position=0, pitch=A#4, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=155, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=155, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=155, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=155, position=6, pitch=E4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=155, position=6, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=156, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=156, position=0, pitch=D4, duration=42, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=156, position=0, pitch=B4, duration=42, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=157, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=157, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=157, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=158, position=0, pitch=B2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=158, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=158, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=158, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=159, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=159, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=159, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=160, position=0, pitch=G#2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=160, position=0, pitch=G#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=160, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=161, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=161, position=0, pitch=G#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=161, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=161, position=6, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=161, position=6, pitch=E4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=162, position=0, pitch=E2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=162, position=0, pitch=D4, duration=36, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=162, position=0, pitch=E4, duration=36, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=163, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=163, position=0, pitch=G#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=163, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=164, position=0, pitch=G#2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=164, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=164, position=0, pitch=G#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=164, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=0, pitch=B2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=0, pitch=D4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=0, pitch=E4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=0, pitch=E4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=0, pitch=G#4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=0, pitch=B4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=8, pitch=E4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=166, position=8, pitch=G#4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=167, position=4, pitch=G#4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=167, position=4, pitch=B4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=168, position=0, pitch=E2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=168, position=0, pitch=B4, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=168, position=0, pitch=D5, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=169, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=169, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=169, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=169, position=6, pitch=A4, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=169, position=6, pitch=C5, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=170, position=0, pitch=C3, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=170, position=0, pitch=G#4, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=170, position=0, pitch=B4, duration=18, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=171, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=171, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=171, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=171, position=6, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=171, position=6, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=172, position=0, pitch=A2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=172, position=0, pitch=A4, duration=42, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=172, position=0, pitch=C5, duration=42, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=173, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=173, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=173, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=174, position=0, pitch=D2, duration=12, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=174, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=174, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=174, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=175, position=0, pitch=D#2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=175, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=175, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=175, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=176, position=0, pitch=E2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=176, position=0, pitch=C4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=176, position=0, pitch=E4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=177, position=0, pitch=C4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=177, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=177, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=177, position=6, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=177, position=6, pitch=F#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=178, position=0, pitch=C3, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=178, position=0, pitch=E4, duration=36, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=178, position=0, pitch=G4, duration=36, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=179, position=0, pitch=C4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=179, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=179, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=180, position=0, pitch=E2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=180, position=0, pitch=C4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=180, position=0, pitch=E4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=180, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=0, pitch=G2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=0, pitch=C4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=0, pitch=D4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=0, pitch=E4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=0, pitch=F#4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=0, pitch=G4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=8, pitch=E4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=182, position=8, pitch=G4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=183, position=4, pitch=F#4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=183, position=4, pitch=A4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=184, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=184, position=0, pitch=G4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=184, position=0, pitch=B4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=185, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=185, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=185, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=185, position=6, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=185, position=6, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=186, position=0, pitch=B2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=186, position=0, pitch=B4, duration=36, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=186, position=0, pitch=D5, duration=36, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=187, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=187, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=187, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=188, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=188, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=188, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=188, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=0, pitch=B2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=0, pitch=D4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=0, pitch=G4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=0, pitch=B4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=0, pitch=B4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=0, pitch=D5, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=8, pitch=A#4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=190, position=8, pitch=C#5, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=191, position=4, pitch=B4, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=191, position=4, pitch=D5, duration=3, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=192, position=0, pitch=E2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=192, position=0, pitch=C5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=192, position=0, pitch=E5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=193, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=193, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=193, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=193, position=6, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=193, position=6, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=194, position=0, pitch=A2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=194, position=0, pitch=E4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=194, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=195, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=195, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=195, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=195, position=0, pitch=E5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=195, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=196, position=0, pitch=F#2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=196, position=0, pitch=D5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=196, position=0, pitch=F#5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=197, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=197, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=197, position=0, pitch=F#5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=197, position=6, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=197, position=6, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=198, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=198, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=198, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=199, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=199, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=199, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=199, position=0, pitch=F#5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=199, position=0, pitch=F#5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=200, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=200, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=200, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=200, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=200, position=0, pitch=G5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=200, position=0, pitch=G5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=201, position=0, pitch=F#4, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=201, position=0, pitch=A#4, duration=6, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=201, position=6, pitch=G4, duration=2, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=201, position=6, pitch=B4, duration=2, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=202, position=0, pitch=D2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=202, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=202, position=0, pitch=G4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=202, position=0, pitch=B4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=202, position=0, pitch=D5, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=202, position=0, pitch=E5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=203, position=0, pitch=F#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=203, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=204, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=204, position=0, pitch=B3, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=204, position=0, pitch=B3, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=204, position=0, pitch=D4, duration=5, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
